concept_name,concept_label,concept_period_type,concept_balance,concept_level,statement_label,statement_name,concept_is_extended
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IncreaseDecreaseThroughTransfersAndOtherChangesEquity,"Increase (decrease) through other changes, equity",duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:StatementOfChangesInEquityLineItems,Statement of changes in equity [line items],duration,,1,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ComponentsOfEquityAxis,Components of equity [axis],duration,,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:Equity,Equity,instant,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ProfitLoss,Profit (loss),duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:OtherComprehensiveIncome,Other comprehensive income,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ComprehensiveIncome,Comprehensive income,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:AbgangZugangvonEigenkapitalinstrumenten,Abgang Zugang von Eigenkapitalinstrumenten,duration,debit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:Kapitalerhoehungenherabsetzungen,Kapitalerhöhungen/-herabsetzungen,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:DividendsPaid,Dividends recognised as distributions to owners,duration,debit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,"Increase (decrease) through changes in ownership interests in subsidiaries that do not result in loss of control, equity",duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IncreaseDecreaseThroughTransfersAndOtherChangesEquity,"Increase (decrease) through other changes, equity",duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:StatementOfCashFlowsAbstract,Statement of cash flows [abstract],duration,,0,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
ifrs-full:CashAndCashEquivalents,Cash and cash equivalents,instant,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
ifrs-full:ProfitLossBeforeTax,Profit (loss) before tax,duration,credit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
ifrs-full:AdjustmentsForIncomeTaxExpense,Adjustments for income tax expense,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
ifrs-full:AdjustmentsForDepreciationAndAmortisationExpense,Adjustments for depreciation and amortisation expense,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
volkswagenag:AbschreibungenaufaktivierteEntwicklungskosten,Abschreibungen auf aktivierte Entwicklungskosten,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,True
volkswagenag:AbschreibungenaufBeteiligungen,Abschreibungen auf Beteiligungen,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,True
volkswagenag:AbschreibungenaufVermieteteVermoegenswerte,Abschreibungen auf Vermietete Vermögenswerte,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,True
ifrs-full:AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,Adjustments for losses (gains) on disposal of non-current assets,duration,debit,1,Statement of cash flows [abstract],ifrs-full:StatementOfCashFlowsAbstract,False
